"Nome Completo";"Nome Urna";"Cargo";"Número";"Partido";"Coligação";"Situação";"Situação Pós-Pleito"
"MAURICIO BARBOSA REIS";"MAURICIO REIS";"Deputado Federal";3653;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"MAURO DOS SANTOS SILVA";"MAURO BABO";"Deputado Federal";2030;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"MAX RODRIGUES LEMOS";"MAX";"Deputado Federal";9090;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"MAX GUILHERME MACHADO DE  MOURA";"MAX BOLSONARO";"Deputado Federal";2201;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"MAX COSME BRANDÃO DE SOUZA";"MAX BRANDÃO";"Deputado Federal";5152;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"DALMAR LIRIO MAZINHO DE ALMEIDA FILHO";"MAZINHO";"Deputado Federal";1223;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"RAFAEL DE CASTRO ALVES ATALLA MEDINA";"MEDINA";"Deputado Federal";4012;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"BENEDITO MENDES BRANDÃO";"MENDES BRANDÃO";"Deputado Federal";1454;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"MESAC EFLAIN DA SILVA ESPINDOLA";"MESAC BOMBEIRO";"Deputado Federal";3393;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"RODRIGO SOBROSA MEZZOMO";"MEZZOMO";"Deputado Federal";7001;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"MICHELE MEDEIROS DE MOURA MELANDRE";"MICHELE MEDEIROS";"Deputado Federal";7034;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"ELIAS MIGUEL";"MIGUEL LYOTTA";"Deputado Federal";1474;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"THAIDYMILLA ROBERTA DE AZEVEDO PONTES";"MILLA PONTES";"Deputado Federal";2017;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"LEANDRO BARBOSA DE SOUZA";"MIRANDA DOS PROJETOS SOCIAIS";"Deputado Federal";1526;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"ALZEMIRA DE LIMA MARINS";"MIRIA DA AGRICULTURA";"Deputado Federal";5199;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"MIRIANA BARBOSA AMARAL";"MIRIANA AMARAL";"Deputado Federal";5020;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"MIRIANE SILVA COBALEA";"MIRIANE COBALEA";"Deputado Federal";4067;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"MIRO TEIXEIRA";"MIRO TEIXEIRA";"Deputado Federal";1222;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"ALTAMIR SENNA OLIVEIRA JUNIOR";"MISINHO";"Deputado Federal";4470;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"CARLA DA SILVA DA CRUZ CASSIANO";"MISSIONÁRIA CARLA MAX VK";"Deputado Federal";4467;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"ZULEIDE DA SILVA RAMOS";"MISSIONÁRIA ZULEIDE";"Deputado Federal";2803;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"MISAEL CICERO DA SILVA";"MIZAEL DO LANCHE";"Deputado Federal";1563;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"MANOEL MARINHO DE SOUZA";"MM MARINHO";"Deputado Federal";1423;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"MOISES DA SILVA BOECHAT";"MOISES BOECHAT";"Deputado Federal";1235;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"MOISES FERREIRA";"MOISES DA FARMACIA";"Deputado Federal";3527;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"MÔNICA BRASIL HENRIQUES AGUIAR";"MÔNICA BRASIL";"Deputado Federal";4518;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"MONICA GERMANO CURY DE SOUZA";"MONICA CURY";"Deputado Federal";1019;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"MONICA SA DO NASCIMENTO PEREIRA DA COSTA";"MONICA D'SÁ";"Deputado Federal";1907;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"MONICA FRAGA DOS SANTOS DIB DA COSTA";"MONICA FRAGA";"Deputado Federal";2052;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"MONICA RIBEIRO FRANÇA DOS SANTOS";"MONICA FRANÇA";"Deputado Federal";9018;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"MÔNICA PAULA DOS SANTOS FERNANDES";"MÔNICA PAULA";"Deputado Federal";1110;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"MONICA RODRIGUES DA SILVA";"MONICA SILVA";"Deputado Federal";3314;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"MURILLO GOUVÊA RODRIGUES";"MURILLO GOUVEA";"Deputado Federal";4452;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"JORGE MURILO RODRIGUES DE MORAES";"MURILO MORAES";"Deputado Federal";2712;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"MICHELLE CARDOSO ZACARIAS";"MYCHELLE";"Deputado Federal";2008;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"MYRIAN MARIA DE SOUZA ROCHA";"MYRIAN MARIA";"Deputado Federal";7731;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"LUIZ FERNANDO DUARTE CORREA";"NANDO DA NANCEL";"Deputado Federal";1160;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"LUIZ FERNANDO DUARTE CORREA";"NANDO DA NANCEL";"Deputado Federal";1465;"PTB";"PTB";"Pedido não conhecido";"Concorrendo"
"ELAINE ALVES DE CARVALHO";"NANE CARVALHO";"Deputado Federal";4427;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"NARA CRISTINA PEREIRA DA SILVA";"NARAC";"Deputado Federal";1391;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"NATÁLIA LOPES QUINQUINO DE LIMA";"NATÁLIA QUINQUINO";"Deputado Federal";7720;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"NAYARA GILDA GOMES ACHA PRESTES";"NAYARA ACHA PRESTES";"Deputado Federal";1038;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"NIELSON RODRIGO VICENTE DOS ANJOS";"NELSINHO GARI";"Deputado Federal";1517;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"NELSON DA COSTA DURÃO";"NELSON DURÃO";"Deputado Federal";9009;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"NELSON DE CARVALHO JUNIOR";"NELSON JUNIOR";"Deputado Federal";4030;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"NELSON ALVES FERREIRA NETTO";"NELSON ROSA NETTO";"Deputado Federal";2869;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"NILTON ALVES DE FARIA";"NENÉM";"Deputado Federal";4460;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"NEREIDE FERREIRA PEDREGAL";"NEREIDE PEDREGAL";"Deputado Federal";7045;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"IRONILSON BARROS DINIZ";"NILSON DINIZ";"Deputado Federal";1173;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"NILTON WILSON SALOMÃO";"NILTON SALOMÃO";"Deputado Federal";2304;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"NIUSETE KOROBINSKI";"NIU";"Deputado Federal";3031;"NOVO";"NOVO";"Aguardando julgamento";"Concorrendo"
"NIVALDA FARIA DE AGUIAR";"NIVALDA AGUIAR";"Deputado Federal";3308;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"NORLI MENEGHINI CARLINI LIRA";"NORLI CARLINI";"Deputado Federal";3556;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"ANICET OKINGA";"OKINGA";"Deputado Federal";1221;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"ORLANDO ZACCONE DELIA FILHO";"ORLANDO ZACCONE";"Deputado Federal";1201;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"OSNIR ROCHA DE SOUZA";"OSNIR GLADIADOR";"Deputado Federal";3640;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"OTAVIO SANTOS SILVA LEITE";"OTAVIO LEITE";"Deputado Federal";4456;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"OTONI MOURA DE PAULO JUNIOR";"OTONI DE PAULA";"Deputado Federal";1522;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"OZORIO FONTOURA FERREIRA BARBOSA";"OZORIO BARBOSA";"Deputado Federal";3623;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"EDUARDO PAIVA DA SILVA";"PAIVA";"Deputado Federal";2311;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"PAOLA DA SILVA DANIEL";"PAOLA SILVEIRA";"Deputado Federal";1441;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"ANTONIO MARCOS PAPINHA DA SILVA";"PAPINHA";"Deputado Federal";1022;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"BARBARA SOLANGE ROSA DOS SANTOS";"PASTORA BÁRBARA";"Deputado Federal";1503;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"MARIA DO CARMO SILVA";"PASTORA CARMINHA";"Deputado Federal";2825;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"MARIA GORETTI PINHEIRO MAIA GRIN PAULA";"PASTORA GORETTI MAIA";"Deputado Federal";5155;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"ANDERSON SILVA DA COSTA";"PASTOR ANDERSON COSTA";"Deputado Federal";2056;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"ANA PAULA DA SILVA CASTRO";"PASTORA PAULA ";"Deputado Federal";3549;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"RITA DE CASSIA SILVA DA ROSA DOS SANTOS";"PASTORA RITA SANTOS";"Deputado Federal";1415;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"ROSIMAR DA SILVA FERRAZ MEDEIROS";"PASTORA ROSI";"Deputado Federal";1168;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"SIDNEIA APARECIDA LIMA";"PASTORA SIDNEIA SANTOS";"Deputado Federal";1908;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"DAVID DE OLIVEIRA ANTUNES";"PASTOR DAVID ANTUNES";"Deputado Federal";9017;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"WILLIANS TEIXEIRA MADALENA";"PASTOR DIDA";"Deputado Federal";3650;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"EBER SILVA";"PASTOR EBER SILVA";"Deputado Federal";5505;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"HENRIQUE DOS SANTOS VIEIRA LIMA";"PASTOR HENRIQUE VIEIRA";"Deputado Federal";5033;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"JOEL BITENCOURT SERRA";"PASTOR JOEL SERRA";"Deputado Federal";1477;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"ALBERTINO ALVES PEREIRA JUNIOR";"PASTOR JUNIOR TROVÃO";"Deputado Federal";1077;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"LUIZ ANTONIO RODRIGUES VIEIRA";"PASTOR LUIZ ANTÔNIO";"Deputado Federal";1001;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"MARCELO DE SOUZA";"PASTOR MARCELO PURI";"Deputado Federal";2797;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"MARTINHO LUTERO PEREIRA MONTEIRO";"PASTOR MARTINHO MONTEIRO";"Deputado Federal";3318;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"MAX MILLER AUGUSTO DE OLIVEIRA";"PASTOR MAX MILLER";"Deputado Federal";1550;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"SAMUEL SIQUEIRA DA SILVA";"PASTOR SAMUEL";"Deputado Federal";1430;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"SILAS SILVA DE OLIVEIRA";"PASTOR SILAS FALA MAIS";"Deputado Federal";2761;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"PATRICIA ANTUNES CARDOSO";"PATRICIA CARDOSO";"Deputado Federal";1288;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"PATRICIA MACHADO ORSI";"PATRICIA DO POSTO";"Deputado Federal";1196;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"PATRICIA LADEIRA MOREIRA";"PATRICIA LADEIRA";"Deputado Federal";5125;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"PATRICK ALEXANDRE DE OLIVEIRA";"PATRICK DO NADINHO";"Deputado Federal";3610;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"PAULA NEVES MAGALHAES DE BARROS";"PAULA DO VOLEI";"Deputado Federal";1988;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"PAULA FRANCINETE MACHADO DE JESUS";"PAULA TRINGUELÊ";"Deputado Federal";4433;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"PAULO SERGIO DA SILVA NEVES";"PAULINHO BEBE";"Deputado Federal";9039;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"PAULO SERGIO CARDOSO DOS SANTOS";"PAULINHO DO SOCIAL";"Deputado Federal";3525;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"PAULO ANDERSON LIMA E SILVA";"PAULO ANDERSON";"Deputado Federal";5159;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"PAULO FERNANDO VILLELA CANTUARIA";"PAULO CANTUARIA";"Deputado Federal";2303;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"PAULO CESAR ALVES DOS SANTOS";"PAULO CESAR ";"Deputado Federal";1057;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"PAULO CESAR DOMICIANO";"PAULO DOMICIANO";"Deputado Federal";1540;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"PAULO AUGUSTO AFFONSO LEONE";"PAULO LEONE";"Deputado Federal";9015;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"PAULO CESAR MELO DE SÁ";"PAULO MELO";"Deputado Federal";4428;"UNIÃO";"UNIÃO";"Renúncia";"Concorrendo"
"PAULO SANTOS MESSINA";"PAULO MESSINA";"Deputado Federal";1929;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"PAULO SERGIO CORREIA DE QUEIROZ";"PAULO SERGIO QUEIROZ";"Deputado Federal";1410;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"ROBERTO LUCIO CERDEIRA";"PEDIATRA ROBERTO CERDEIRA";"Deputado Federal";1412;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"PEDRO FERNANDO DE SOUZA  ALVES";"PEDRINHO ADL";"Deputado Federal";1004;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"PEDRO LUIS BARBOSA SALES";"PEDRINHO DA CADEIRA DE RODAS";"Deputado Federal";9055;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"PEDRO AUGUSTO PALARETI";"PEDRO AUGUSTO";"Deputado Federal";1180;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"PEDRO JOSÉ MANSO";"PEDRO MANSO";"Deputado Federal";2250;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"PEDRO PAULO CARVALHO TEIXEIRA";"PEDRO PAULO";"Deputado Federal";5555;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"PEDRO RIBEIRO FERREIRA";"PEDRO RIBEIRO";"Deputado Federal";1476;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"PETER SALOMÃO BUARQUE DO ESPÍRITO SANTO";"PETER SALOMÃO";"Deputado Federal";1478;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"PIETRO DI IORIO COMES";"PIETRO COMES";"Deputado Federal";3322;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"SILVIO DA COSTA SANTANA";"POLICIAL FEDERAL SILVIOSANTANA";"Deputado Federal";2047;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"EVERALDO DIAS PEREIRA";"PR EVERALDO";"Deputado Federal";2022;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"PRISCILA CAVALCANTI DE ARAUJO";"PRISCILA BOMBEIRA";"Deputado Federal";1993;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"PRISCILA KARLA PEREIRA DOS SANTOS";"PRISCILA RAINHA DO REBOQUE";"Deputado Federal";2215;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"PRISCILA COSTA WAGNER";"PRISCILA WAGNER";"Deputado Federal";7792;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"ALVARO ANIBAL ALVES DE MAGALHÃES";"PROF. ÁLVARO MAGALHÃES";"Deputado Federal";4097;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"ARLINDO DE SOUZA TEIXEIRA";"PROF. ARLINDO TEIXEIRA";"Deputado Federal";4046;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"MAURO MARCIO DE PAULA ROSA";"PROF DR MAURO ROSA";"Deputado Federal";3334;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"ANA BEATRIZ BERNARDES NUNES";"PROFESSORA BIA NUNES";"Deputado Federal";1263;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"DEBORA OLIVEIRA DE MELO RICIO";"PROFESSORA DEBORA DE OLIVEIRA";"Deputado Federal";3552;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"MARIA DA GLORIA DE SOUZA DE SOUZA";"PROFESSORA GLORINHA";"Deputado Federal";7004;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"LUCIANA ALVES DE NACEDO PEREIRA";"PROFESSORA LUCIANA";"Deputado Federal";1572;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"MARIA HELENA VIEIRA MARTINS";"PROFESSORA MARIA HELENA";"Deputado Federal";1239;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"NATALIA SOARES RIBEIRO";"PROFESSORA NATALIA SOARES";"Deputado Federal";5005;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"NIVEA DE FATIMA LUIZ";"PROFESSORA NIVEA";"Deputado Federal";2018;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"SIRLEI APARECIDA DE OLIVEIRA BUBNOFF";"PROFESSORA SIRLEI";"Deputado Federal";3595;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"SONIA FELIX DA CRUZ DE JESUS MELO";"PROFESSORA SÔNIA";"Deputado Federal";2739;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"FABIANO DE SOUZA VIEIRA";"PROFESSOR FABIANO";"Deputado Federal";5029;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"FÁBIO ALVES GARRIDO";"PROFESSOR FÁBIO GARRIDO";"Deputado Federal";2876;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"JIMMY DE OLIVEIRA CORRÊA";"PROFESSOR JIMMY CORRÊA";"Deputado Federal";4405;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"JOSE MARIA DA SILVA PESSANHA";"PROFESSOR JOSE MARIA";"Deputado Federal";1264;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"LEANDRO DE AZEVEDO";"PROFESSOR LEANDRO AZEVEDO";"Deputado Federal";7755;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"MARCELO HORTA DE ALBUQUERQUE";"PROFESSOR MARCELO HORTA";"Deputado Federal";3302;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"MARCOS JULIANO PEREIRA";"PROFESSOR MARCOS JULIANO";"Deputado Federal";3040;"NOVO";"NOVO";"Aguardando julgamento";"Concorrendo"
"MÁXIMO HELENO RODRIGUES LUSTOSA DA COSTA";"PROFESSOR MÁXIMO LUSTOSA";"Deputado Federal";5012;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"JOSE NUNES DA SILVA";"PROFESSOR NUNES";"Deputado Federal";3576;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"UDERSON MENEGUITE RIBEIRO";"PROFESSOR UDERSON";"Deputado Federal";4389;"PV";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"VIRGILIO DE OLIVEIRA SOUZA";"PROFESSOR VIRGILIO";"Deputado Federal";1399;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"WALBER CARVALHO DE ALMEIDA";"PROFESSOR WALBER";"Deputado Federal";3680;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"GILMAR CARNEIRO DOS SANTOS";"PROF GILMAR CARNEIRO";"Deputado Federal";5183;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"JONATAS RIBEIRO CASTELO BRANCO";"PROF JONATAS CASTELO BRANCO";"Deputado Federal";2020;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"JOZIEL FERREIRA CARLOS";"PROF JOZIEL";"Deputado Federal";5116;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"DERCILEI FRANÇA LEONARDO";"PROF LEONARDO FRANÇA";"Deputado Federal";7011;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"SANDRA MARIA BORGES DE FREITAS";"PROF SANDRA BORGES";"Deputado Federal";4027;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"SERGIO LEITE DOS SANTOS";"PR PROF SERGIO LEITE ";"Deputado Federal";7778;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"WAGNER PAULO CORREA AVELLAR";"PR WAGNER AVELLAR";"Deputado Federal";1244;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"MARIA LUIZA PEREIRA RODRIGUES GOMES";"PSICÓLOGA MARIA LUIZA";"Deputado Federal";2799;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"EZEQUIEL DOMINGUES LOURENÇO";"QUIEL DO CANARINHO";"Deputado Federal";1015;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"ALEXANDRE PAES QUIRINO";"QUIRINO";"Deputado Federal";2751;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"RACHID ELMOR";"RACHID";"Deputado Federal";5564;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"RAFAELA OLIVEIRA DE MELO";"RAFAELA DE MELO";"Deputado Federal";2854;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"RAFAELLA TORRES LEANDRO DA ROCHA";"RAFAELLA LEANDRO";"Deputado Federal";3644;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"RAFAEL SANTOS DE SOUZA";"RAFAEL TUBARÃO";"Deputado Federal";2363;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"RAIZA MARINS DE OLIVEIRA";"RAIZA MARINS";"Deputado Federal";2763;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"RAMON DE PAULA NEVES";"RAMON NEVES";"Deputado Federal";4020;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"RAONE CASSIN MAIA FERREIRA";"RAONE FERREIRA";"Deputado Federal";4070;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"RAQUEL RAMOS RODRIGUES CUNHA";"RAQUEL COIFFER";"Deputado Federal";1507;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"RAQUEL GOMES DA SILVA DOS SANTOS";"RAQUEL GOMES";"Deputado Federal";5100;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"RAQUEL MACIEL DA SILVA";"RAQUEL MACIEL";"Deputado Federal";1417;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"RAQUEL NIEDERMEYER DENARDIN";"RAQUEL STASIAKI";"Deputado Federal";4422;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"REGINA LUCIA DA SILVA FONTE";"REGINA FONTE";"Deputado Federal";5027;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"REIMONT LUIZ OTONI SANTA BÁRBARA";"REIMONT";"Deputado Federal";1333;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"REINALDO DE ALMEIDA";"REINALDO DE ALMEIDA";"Deputado Federal";2722;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"PAULO CESAR MARTINEZ Y ALONSO";"REITOR PAULO ALONSO";"Deputado Federal";1060;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"RENAN FERREIRINHA CARNEIRO";"RENAN FERREIRINHA";"Deputado Federal";5521;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"RENAN MARASSI MAGALHÃES";"RENAN MARASSI";"Deputado Federal";2278;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"RENATA SILVEIRA DA COSTA";"RENATA COSTA";"Deputado Federal";2313;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"RENATA MAGALHÃES TURQUES ARAÚJO";"RENATA MAGALHÃES";"Deputado Federal";5520;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"RENATA MONTEIRO HENRIQUE";"RENATA MONTEIRO";"Deputado Federal";1440;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"RENATO CORDEIRO JUNIOR";"RENATINHO DA OFICINA";"Deputado Federal";1944;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"RENATO CORREA CAMPELLO";"RENATO CAMPELLO";"Deputado Federal";1416;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"RENATO FERREIRA DE OLIVEIRA CARIELLO";"RENATO CARIELLO";"Deputado Federal";1245;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"RENATO MOURA MONTES";"RENATO MONTES";"Deputado Federal";2006;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"RENATO COSTA DE OLIVEIRA";"RENATO ZACA";"Deputado Federal";2223;"PL";"PL";"Aguardando julgamento";"Concorrendo"
